Stationcode,Locations,Lat,Lon,Capitalcity,State,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,Unnamed: 15
1805,"AFTER CONFLUENCE OF RANICHU AND RORACHU AT RANIPOOL, SIKKIM",27.2914168,88.5915536,Gangtok,SIKKIM,,22.4,6.4,277,3.6,2.54,48,172.0,no,
1806,RANICHU BEFORE CONFLUENCE WITH RIVER TEESTA AT SINGTAM,27.1364448,88.3931153,Gangtok,SIKKIM,,20.9,6.2,283,3.8,2.53,52,190.0,no,
2229,"KUNDLI AT KUNDLI/ SAPAKHOWA, SADIA.",27.9187665,95.7642171,Dispur,ASSAM,22.0,7.4,7.5,144,1.3,0.14,,453.0,yes,
2231,DIKHOW AT DIKHOW BDG SIVASAGAR,26.9826098,94.6424521,Dispur,ASSAM,23.5,7.2,7.2,150,1.6,0.15,90,1003.0,yes,
2232,"KOHORA AT N.H. CROSSING, KOHORA",26.6029735,93.4117916,Dispur,ASSAM,29.0,6.7,7.1,76,1.8,0.12,90,1493.0,yes,
2233,"BOGINADI NR BDG NH-52, LAKHIMPUR",27.2063587,94.1513764,Dispur,ASSAM,22.3,8.5,7.1,128,2.8,0.10,75,273.0,yes,
2234,RANGA NADI D/S OF HYDEL PROJECT,27.2063587,94.1513764,Dispur,ASSAM,23.5,8.3,7.1,116,3.0,0.11,90,273.0,yes,
2236,"KAPILI AT DHARMTUL BRIDGE, NH-31, NAGAON",26.3463713,92.6840426,Dispur,ASSAM,27.0,7.3,6.5,85,1.5,0.10,455,1001.0,no,
2238,BEKI AT NH-37 CROSSING AT BARPETA ROAD,26.3463713,92.6840426,Dispur,ASSAM,24.5,7.1,6.8,145,3.2,0.11,90,485.0,yes,
2239,"SANKOSH, DHUBRI",26.0206982,89.9743462,Dispur,ASSAM,27.5,6.9,7.4,98,0.7,0.14,228,230.0,yes,
2240,BARAK AT D/S OF SILCHAR,24.8332708,92.7789053,Dispur,ASSAM,12.6,7.1,7.2,145,2.8,0.14,220,1373.0,yes,
2241,SONAI AT SONAI,24.7326006,92.8888911,Dispur,ASSAM,15.8,7.3,7.2,94,3.8,0.11,303,887.0,yes,
2242,KUSHIARA AT KARIMGANJ,24.8653206,92.3587082,Dispur,ASSAM,12.5,7.1,7.2,123,1.6,0.13,120,503.0,yes,
2523,"KAROLA, D/S OF JALPAIGURI, NEAR MIN BHAWAN",26.5434772,88.7205255,Kolkata,WEST BENGAL,26.4,7.7,7.0,79,2.9,0.19,92818,11000.0,yes,
2524,"KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT",26.4918891,89.5271026,Kolkata,WEST BENGAL,26.1,7.4,7.2,139,2.7,0.19,72200,102100.0,yes,
2235,"PANCHNAI AT NH-52 CROSSING, ORANG",24.8653206,92.3587082,Dispur,ASSAM,21.5,8.4,7.5,110,2.0,0.11,575,1525.0,yes,
1232,MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.),24.6552948,72.9259012,Jaipur,RAJASTHAN,28.4,5.4,8.5,581,1.0,0.85,4,16.0,no,
1863,MAHI AT UMETA BRIDGE,22.339252,73.015677,Gandhinagar,GUJARAT,25.0,7.8,8.3,517,1.0,0.36,4,21.0,no,
1864,MAHI AT MUJPUR,23.5904229,71.8482387,Gandhinagar,GUJARAT,23.2,7.8,7.8,578,2.5,0.34,4,13.0,yes,
4,MAHI AT SEVALIA,22.8100749,73.3443425,Gandhinagar,GUJARAT,26.6,7.6,8.1,418,3.3,0.22,3,9.0,no,
5,MAHI AT VASAD,22.4562973,73.0610368,Gandhinagar,GUJARAT,25.0,8.8,8.3,561,2.0,0.38,3,9.0,no,
1229,MAHI NEAR RAJASTHAN BORDER AT KADANA DAM,23.3057915,73.8255487,Gandhinagar,GUJARAT,27.1,7.7,8.3,354,3.4,0.14,4,14.0,no,
1230,MAHI AFTER CONF. WITH ANAS AT PARDI (BANASWADA),20.5230393,72.9593586,Gandhinagar,GUJARAT,27.5,7.7,8.3,348,3.2,0.05,4,14.0,no,
1231,MAHI AT VIRPUR,21.8457287,70.6975175,Gandhinagar,GUJARAT,26.0,7.7,8.1,403,3.1,0.05,4,16.0,no,
2102,"SHIVNA AT RAMGHAT, MANDSAUR",24.076836,75.069295,Bhopal,MADHYA PRADESH,26.6,7.3,7.6,423,2.5,0.93,,,yes,
2103,"JAMMER AT DHOLOWAD, RATLAM",23.3341696,75.0376324,Bhopal,MADHYA PRADESH,28.7,7.1,7.6,312,2.0,0.72,,,yes,
2104,MALEI AT JAORA,23.6375958,75.125964,Bhopal,MADHYA PRADESH,26.8,7.2,7.6,364,0.9,1.48,,,yes,
2105,CHILLAR AT SHAJAPUR,23.4272938,76.2729838,Bhopal,MADHYA PRADESH,27.4,7.1,7.5,426,2.1,0.99,,,yes,
1228,"ANAS AT DAHOD,(KUSHALGARH), PANCHMAHAL",22.8011177,73.5594128,Gandhinagar,GUJARAT,27.0,7.0,8.5,668,5.0,0.17,4,17.0,no,
1227,PANAM AT LUNAWADA,23.130011,73.610869,Gandhinagar,GUJARAT,27.0,5.5,8.6,391,4.0,0.03,5,15.0,no,
1482,"SABARMATI AT MAHUDI JAIN TEMPLE, 150 KM. FROM ORIGIN",23.4933635,72.7835052,Gandhinagar,GUJARAT,22.0,7.1,8.1,506,4.0,0.47,90,430.0,no,
1222,SHEDHI AT KHEDA,22.9250506,72.9932969,Gandhinagar,GUJARAT,28.0,7.7,8.4,2945,17.5,0.27,7,30.0,no,
1241,NARMADA AT MANDLA NR RD BDG,22.5979218,80.3713854,Bhopal,MADHYA PRADESH,25.5,7.8,7.4,464,1.9,0.85,1,87.0,yes,
44,NARMADA AT SETHANIGHAT ,22.7626504,77.716503,Bhopal,MADHYA PRADESH,37.5,8.3,8.1,284,2.0,1.06,10,732.0,no,
1240,NARMADA AT NARSINGHPUR ,22.946557,79.194353,Bhopal,MADHYA PRADESH,24.0,8.0,7.6,593,1.4,1.30,,38.0,yes,
1234,NARMADA AT HOSHANGABAD U/S ,22.744108,77.736967,Bhopal,MADHYA PRADESH,37.0,8.6,8.0,255,1.3,0.98,4,576.0,no,
2123,NARMADA AT KORIGHAT ,22.7615396,77.7187543,Bhopal,MADHYA PRADESH,37.0,7.9,8.0,269,1.8,0.90,8,613.0,yes,
1235,NARMADA AT HOSHANGABAD D/S ,22.744108,77.736967,Bhopal,MADHYA PRADESH,37.0,8.0,8.2,299,2.1,1.03,6,631.0,no,
2106,RIVER NARMADA AT NEMAWAR,22.4971107,76.9801476,Bhopal,MADHYA PRADESH,25.2,7.0,7.5,336,1.8,0.48,,,yes,
2099,"NARMADA AT LALPUR, JABALPUR",23.181467,79.986407,Bhopal,MADHYA PRADESH,23.4,7.6,7.5,355,1.6,0.75,,100.0,yes,
1245,NARMADA AT CHANDOD,21.9857935,73.45558749,Gandhinagar,GUJARAT,26.4,7.6,7.9,274,2.3,0.18,5,16.0,yes,
2100,"GOUR AT BHOGA DOOR, JABALPUR",23.181467,79.986407,Bhopal,MADHYA PRADESH,22.4,7.2,7.6,482,2.4,0.73,2.00,111.0,yes,
2101,KATNI RIVER NEAR NAGAR NIGAM,22.7229345,75.8599315,Bhopal,MADHYA PRADESH,21.4,7.8,7.5,536,1.7,0.97,,82.0,yes,
1313,TAPI AT AJNAND VILLAGE,21.2788724,73.6065223,Mumbai,MAHARASHTRA,34.4,6.1,7.7,536,5.3,2.42,16,41.0,yes,
1251,TAPI AT BHUSAWAL US ,21.0455204,75.8010962,Mumbai,MAHARASHTRA,32.0,5.7,7.5,604,5.7,2.50,17,54.0,yes,
1314,TAPI AT UPHAD VILLAGE,21.0455204,75.8010962,Mumbai,MAHARASHTRA,31.4,6.2,7.6,573,4.7,3.14,19,50.0,yes,
46,"TAPI AT UKAI, SHERULA BRIDGE",21.2341558,73.5785522,Gandhinagar,GUJARAT,27.5,7.0,7.7,352,1.5,0.10,2215,3170.0,yes,
1247,TAPI AT MANDAVI,22.8491137,69.329472,Gandhinagar,GUJARAT,27.7,7.4,8.0,359,1.9,0.22,677,1510.0,yes,
47,"TAPI AT KATHORE, (NH-8 BRIDGE)",21.2900223,72.935102,Gandhinagar,GUJARAT,27.5,7.2,7.7,535,2.0,0.30,566,1908.0,yes,
1248,TAPI AT SURAT U/S KATHORE,21.1702401,72.8310607,Gandhinagar,GUJARAT,27.5,7.1,8.0,525,1.9,0.30,1058,2775.0,yes,
1982,"TAPI AT RANDER BRIDGE, SURAT",21.1730415,72.8312892,Gandhinagar,GUJARAT,27.0,7.0,7.9,659,1.9,0.27,1200,2150.0,yes,
1983,TAPI NR BARDOLI (KAPP BRIDGE) ,21.125749,73.1121167,Gandhinagar,GUJARAT,29.0,6.1,7.9,352,2.4,0.23,2350,13150.0,yes,
2071,TAPI AT ONGC BRIDGE AT SURAT,21.1730415,72.8312892,Gandhinagar,GUJARAT,27.5,4.4,7.5,25418,4.9,0.20,2815,5850.0,yes,
1253,GIRNA AT MALEGAON (MANMAD),20.5547497,74.5100291,Mumbai,MAHARASHTRA,25.8,5.7,7.7,417,4.3,1.74,17,50.0,yes,
1252,GIRNA AT JALGAON,21.0076578,75.5626039,Mumbai,MAHARASHTRA,32.0,6.0,7.7,664,5.4,2.51,18,43.0,yes,
2070,"KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST. SURAT",21.456571,72.892669,Gandhinagar,GUJARAT,27.8,5.7,7.9,830,2.6,0.30,2250,5175.0,yes,
1907,RANGAVALI D/S OF NAVAPUR,21.1616527,73.7946402,Mumbai,MAHARASHTRA,30.7,5.8,7.7,487,5.2,2.75,19,39.0,yes,
2127,"DENWA NEAR SARNI, ROAD BRIDGE",21.1616527,73.7946402,Mumbai,MADHYA PRADESH,37.3,7.5,7.8,521,2.2,3.40,12,647.0,yes,
2155,"PURNA A/C MORNA, NANDURA VILL.",20.7131519,76.2980127,Mumbai,MAHARASHTRA,21.9,5.2,7.8,995,6.6,3.25,116,346.0,yes,
2652,"AMRAVATI D/S DONDAICHA, DHULE",21.3245073,74.5563859,Mumbai,MAHARASHTRA,29.3,6.2,7.5,520,5.0,3.03,17,51.0,yes,
2658,"BORI D/S OF AMALNER, JALGAON",21.0419208,75.0581942,Mumbai,MAHARASHTRA,31.4,6.4,7.6,507,4.0,2.47,20,68.0,yes,
2659,"BURAI BEFORE CONFLUECE TO TAPI, MUKUDAS, DHULE",21.0419208,75.0581942,Mumbai,MAHARASHTRA,28.4,6.2,7.6,510,4.8,3.51,26,53.0,yes,
2666,"GOMAI D/S OF SHAHADA, DHULE",21.5455841,74.4683333,Mumbai,MAHARASHTRA,29.4,6.1,7.5,540,5.1,2.84,22,69.0,yes,
2667,"HIWARA D/S OF PACHORA, JALGAON",21.0076578,75.5626039,Mumbai,MAHARASHTRA,31.1,6.5,7.6,561,3.7,2.28,35,96.0,yes,
2674,"MOR NEAR PADALSHE, JALGAON",21.0076578,75.5626039,Mumbai,MAHARASHTRA,31.3,6.5,7.7,579,3.8,2.54,29,69.0,yes,
2675,MORNA AT D/S OF RAILWAY BRIDGE AT AKOLA.,20.7059345,77.0219018,Mumbai,MAHARASHTRA,22.0,5.2,7.9,840,5.7,2.04,178,348.0,yes,
2684,"PANZARA NEAR PANZARAKAN SSK LTD, PANZARA,DHULE",21.5455841,74.4683333,Mumbai,MAHARASHTRA,31.6,6.3,7.7,568,4.9,2.15,28,89.0,yes,
2695,"PEDHI  NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",20.9059866,77.6034893,Mumbai,MAHARASHTRA,20.6,4.8,8.1,1182,11.0,2.41,164,528.0,no,
2710,"TITUR D/S OF CHALISGAON, JALGAON",21.0076578,75.5626039,Mumbai,MAHARASHTRA,31.4,6.5,7.8,482,4.3,1.96,19,46.0,yes,
2718,"WAGHUR  AT SAKEGAON B/C TAPI RIVER, JALGAON",21.0076578,75.5626039,Mumbai,MAHARASHTRA,32.0,5.8,7.8,445,4.8,2.12,19,52.0,yes,
1851,MAHANADI AT SIHAWA,21.2403659,81.6476182,Raipur,CHHATTISGARH,28.5,8.2,7.7,296,,0.80,220,11.0,yes,
1264,MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR,20.6644811,81.5527867,Raipur,CHHATTISGARH,28.8,7.8,7.6,347,,1.40,,101.0,yes,
1099,MAHANADI AT U/S OF RAJIM,20.9632408,81.8907183,Raipur,CHHATTISGARH,28.7,7.7,7.7,372,,1.40,,158.0,yes,
1852,"MAHANADI AT ARRANG, RAIPUR",20.9632408,81.8907183,Raipur,CHHATTISGARH,30.3,7.6,7.7,392,,1.60,350,37.0,yes,
1100,MAHANADI AT KHARAD ,22.3102503,72.0157045,Raipur,CHHATTISGARH,29.0,6.9,7.7,233,1.4,2.07,,15.0,yes,
1282,MAHANADI AT SHEORINARAYAN VILLAGE,21.7217973,82.5948779,Raipur,CHHATTISGARH,29.0,7.2,7.5,320,1.4,2.51,,18.0,yes,
1467,MAHANADI A/C WITH RIVER MAND,21.7217973,82.5948779,Raipur,CHHATTISGARH,28.4,7.1,8.0,213,1.2,1.48,,18.0,yes,
1101,MAHANADI AT INTERSTATE BOUNDRY ,21.7217973,82.5948779,Raipur,CHHATTISGARH,27.2,7.3,7.5,272,1.2,1.26,,127.0,yes,
1281,MAHANADI AT HIRAKUD RESERVOIR,21.5305898,83.8704949,Bhubaneswar,ORISSA,27.2,7.6,7.9,189,1.4,0.92,1015,1937.0,yes,
1270,MAHANADI AT SAMBALPUR U/S,21.4668716,83.9811664,Bhubaneswar,ORISSA,27.0,7.5,7.8,199,1.5,0.18,1329,2415.0,yes,
1271,MAHANADI AT SAMBALPUR D/S,21.4668716,83.9811664,Bhubaneswar,ORISSA,26.6,6.8,7.8,238,2.5,0.51,26925,45192.0,yes,
2405,SAMBHALPUR FDS AT HUMA,21.4668716,83.9811664,Bhubaneswar,ORISSA,25.9,7.5,8.0,186,1.9,0.22,3184,5181.0,yes,
1272,MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S),21.4668716,83.9811664,Bhubaneswar,ORISSA,26.4,7.3,7.9,203,1.3,0.39,819,1616.0,yes,
1274,MAHANADI A/C R.TEL (SONEPUR D/S),20.8480141,83.8950042,Bhubaneswar,ORISSA,27.0,7.2,8.0,237,1.8,0.34,1332,2625.0,no,
1275,MAHANADI AT TIKARPADA,20.6131507,84.7915998,Bhubaneswar,ORISSA,27.0,7.3,8.0,188,1.5,0.19,1578,3293.0,yes,
1276,MAHANADI AT NARSINGHPUR,22.946557,79.194353,Bhubaneswar,ORISSA,25.9,7.8,8.0,202,1.3,0.66,763,1508.0,no,
1277,MAHANADI AT CUTTACK U/S,20.462521,85.882989,Bhubaneswar,ORISSA,28.5,8.1,8.0,198,1.4,0.49,475,1023.0,no,
1278,MAHANADI AT CUTTACK D/S,20.462521,85.882989,Bhubaneswar,ORISSA,29.8,7.4,8.0,197,2.4,0.59,25475,35583.0,no,
2409,CUTTACK FDS (SERUA) AT SANKHATRASA,20.462521,85.882989,Bhubaneswar,ORISSA,27.3,7.5,8.0,210,2.2,0.48,2846,5018.0,yes,
2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,20.4430118,85.7487189,Bhubaneswar,ORISSA,27.7,7.6,8.0,202,1.4,0.35,975,1718.0,yes,
2404,POWER CHANNEL D/S NEAR BURLA,21.4887957,83.8844067,Bhubaneswar,ORISSA,27.3,6.7,7.9,184,1.7,0.69,412,829.0,yes,
2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP),21.4902509,83.8841732,Bhubaneswar,ORISSA,28.1,7.5,8.0,2453,1.3,0.78,1524,3017.0,no,
1639,MAHANADI AT PARADEEPD/S,21.4902509,83.8841732,Bhubaneswar,ORISSA,28.1,6.8,8.0,23242,2.1,1.40,1893,6148.0,yes,
1107,SEONATH AT U/S RAJNANDGAON,21.0971034,81.0302222,Raipur,CHHATTISGARH,22.8,7.5,7.5,320,1.5,0.49,270,658.0,yes,
1845,"SEONATH RIVER WATER SUPPLY WELL, DURG.",21.0971034,81.0302222,Raipur,CHHATTISGARH,24.3,7.5,7.4,329,1.6,0.40,,828.0,yes,
1266,SEONATH AT SHIMGA A/C  KHAROON,21.6287309,81.7048419,Raipur,CHHATTISGARH,28.8,7.6,7.6,389,,1.20,,106.0,yes,
1265,KHAROON AT RAIPUR U/S,21.2513844,81.6296413,Raipur,CHHATTISGARH,29.5,8.1,7.7,344,,1.40,,85.0,yes,
1847,"KHAROON RIVER B/C KHAPRI DRAIN, DURG, RAIPUR ROAD BRIDGE",21.2513844,81.6296413,Raipur,CHHATTISGARH,24.0,7.6,7.5,330,1.6,0.50,,820.0,yes,
1846,KHAROON RIVER A/C KHAPRI DRAIN,21.2513844,81.6296413,Raipur,CHHATTISGARH,23.8,7.5,7.5,336,1.9,0.60,,995.0,yes,
1853,"KHAROON RIVER BUNDRI, RAIPUR",21.2513844,81.6296413,Raipur,CHHATTISGARH,29.5,7.7,7.8,333,,1.50,240,41.0,yes,
1105,HASDEO AT U/S KORBA,22.3594501,82.7500595,Raipur,CHHATTISGARH,26.3,6.4,7.1,,1.4,1.31,,122.0,yes,
1106,HASDEO AT U/S OF CHAMPA,21.5601714,81.8743365,Raipur,CHHATTISGARH,28.9,6.9,7.9,236,1.6,1.73,,16.0,yes,
1849,KELO RIVER U/S OF RAIGARH,21.8974003,83.3949632,Raipur,CHHATTISGARH,27.3,7.3,7.5,266,1.4,1.22,,153.0,yes,
1850,KELO RIVER D/S OF RAIGARH,21.8974003,83.3949632,Raipur,CHHATTISGARH,27.3,7.2,7.6,278,2.1,1.26,,276.0,yes,
1267,"IB AT SUNDARGARH, ORISSA",22.0571189,84.6897495,Bhubaneswar,ORISSA,28.9,7.4,7.9,144,1.5,0.39,624,2353.0,yes,
1268,IB AT JHARSUGUDA (INTAKE),21.8554375,84.006166,Bhubaneswar,ORISSA,27.3,7.3,7.8,146,1.5,0.34,2367,4088.0,yes,
1300,IB AT  RAJ NAGAR U/S,20.573203,86.7145994,Bhubaneswar,ORISSA,27.5,7.5,7.9,157,1.4,0.25,711,1439.0,yes,
1269,IB AT BRAJRAJNAGAR (INTAKE) D/S,21.8221869,83.926018,Bhubaneswar,ORISSA,27.5,7.5,8.0,162,1.8,0.42,1288,2728.0,yes,
2403,BHEDEN B/C WITH IB RIVER,21.8221869,83.926018,Bhubaneswar,ORISSA,25.9,7.4,7.8,249,1.6,0.43,297,683.0,yes,
1279,KUAKHAI AT BHUBANESWAR U/S,20.2960587,85.8245398,Bhubaneswar,ORISSA,29.1,7.0,7.7,202,2.1,1.29,2958,6316.0,yes,
1280,KUAKHAI AT BHUBANESWAR D/S,20.2960587,85.8245398,Bhubaneswar,ORISSA,29.8,6.7,7.5,251,4.0,3.19,16342,25058.0,yes,
2410,KUAKHAI AT BHUBANESWAR FU/S,20.2960587,85.8245398,Bhubaneswar,ORISSA,29.1,8.8,7.9,191,1.8,0.29,478,932.0,yes,
2411,DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER CONFL. OF GANGUA NALLAH W.RIVER DAYA),20.2960587,85.8245398,Bhubaneswar,ORISSA,29.8,6.4,7.6,261,3.4,2.39,8536,13327.0,yes,
1301,KATHAJODI AT CUTTACK D/S,20.462521,85.882989,Bhubaneswar,ORISSA,27.5,7.4,8.1,201,3.1,0.54,42667,61333.0,no,
2412,SANKHA U/S ( D/S OF MANDIRA DAM),20.3035646,85.8248737,Bhubaneswar,ORISSA,25.7,7.3,7.7,159,1.6,1.51,2466,5515.0,yes,
2408,TEL RIVER,20.3035646,85.8248737,Bhubaneswar,ORISSA,27.1,7.7,8.0,201,1.7,0.51,784,1453.0,yes,
1640,BIRUPA AT CHOUDWAR,20.5391679,85.915121,Bhubaneswar,ORISSA,27.8,7.3,8.0,216,1.7,0.63,2781,5163.0,yes,
1037,BRAHMANI AT U/S PANPOSH,22.2375766,84.8033401,Bhubaneswar,ORISSA,26.3,7.1,7.7,143,1.2,1.19,1848,3492.0,yes,
1038,BRAHMANI AT D/S PANPOSH,22.2375766,84.8033401,Bhubaneswar,ORISSA,26.3,6.4,7.4,296,4.7,4.15,8892,18450.0,yes,
1302,BRAHMANI AT ROURKELA D/S,22.260423,84.853584,Bhubaneswar,ORISSA,26.1,6.5,7.5,240,3.9,2.35,5407,12583.0,yes,
2414,ROURKELA FD/S AT BIRITOLA,22.260423,84.853584,Bhubaneswar,ORISSA,27.6,6.8,7.7,205,2.5,1.53,3026,5592.0,yes,
1039,BRAHMANI AT BONAIGARH,21.820617,84.951573,Bhubaneswar,ORISSA,28.3,7.8,7.9,192,1.6,1.54,1443,2825.0,yes,
1040,BRAHMANI AT RENGALI,20.9951897,84.288444,Bhubaneswar,ORISSA,28.8,7.9,7.7,143,1.5,0.86,813,1568.0,yes,
1041,BRAHMANI AT SAMAL,20.9951897,84.288444,Bhubaneswar,ORISSA,28.2,7.4,7.8,177,1.8,0.59,525,1069.0,yes,
1303,BRAHMANI AT TALCHER U/S,20.9501027,85.216816,Bhubaneswar,ORISSA,25.8,7.6,7.9,140,1.7,0.54,1250,2267.0,yes,
2415,"BRAHMANI AT TALCHER FU/S (INTAKE WELL OF MCL, TALCHER)",20.9501027,85.216816,Bhubaneswar,ORISSA,25.7,7.5,7.9,153,1.5,0.63,702,1257.0,yes,
2416,BRAHMANI AT TALCHER FD/S,20.9501027,85.216816,Bhubaneswar,ORISSA,27.4,7.3,7.8,160,1.8,0.57,3224,5378.0,yes,
1042,BRAHMANI AT KAMALANGA,20.8678436,85.2774207,Bhubaneswar,ORISSA,27.4,7.7,7.9,166,2.0,0.60,5642,11075.0,yes,
2417,"DHENKANAL D/S, DHENKANAL TOWN",20.6524526,85.6030439,Bhubaneswar,ORISSA,25.4,7.6,7.9,149,1.7,0.68,5867,10817.0,yes,
1043,BRAHMANI AT BHUBAN,20.2960587,85.8245398,Bhubaneswar,ORISSA,28.7,7.6,7.9,150,1.7,0.66,2683,5433.0,yes,
2418,KABATABANDHA (BEFORE IMPACT OF INDL ACTIY KALINGANAGAR AREA),20.8733543,86.0236363,Bhubaneswar,ORISSA,28.1,7.6,7.8,154,1.8,0.92,2323,5192.0,yes,
1044,BRAHMANI AT DHARMASHALA,20.8733543,86.0236363,Bhubaneswar,ORISSA,26.0,7.8,7.9,176,2.0,0.97,3537,6792.0,yes,
1045,BRAHMANI AT PATTAMUNDAI,20.8733543,86.0236363,Bhubaneswar,ORISSA,27.1,7.4,8.0,203,1.7,0.31,6133,14717.0,yes,
1036,KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S,21.185459,86.306612,Ranchi,JHARKHAND,26.1,7.8,7.6,169,0.6,4.67,,,yes,
2413,KOEL U/S (A/C RIVER KARO),22.262625,84.890664,Bhubaneswar,ORISSA,26.2,7.1,7.8,176,1.5,0.63,1995,4178.0,yes,
1033,"KOEL AT BASIA,DAM U/S",22.262625,84.890664,Ranchi,JHARKHAND,22.6,7.3,6.9,,1.9,,,,yes,
2376,NORTH KOEL U/S DALTANGANJ,22.2592158,84.9056114,Ranchi,JHARKHAND,24.3,7.8,7.1,,1.6,,150,750.0,yes,
2377,"NORTH KOEL D/S BCCL, REHLA",23.349473,85.335655,Ranchi,JHARKHAND,24.0,7.7,6.9,,1.8,,255,1500.0,yes,
2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),20.8563332,86.1917035,Bhubaneswar,ORISSA,26.0,8.0,7.9,140,1.9,0.50,2118,3470.0,yes,
2420,AUL,20.8563332,86.1917035,Bhubaneswar,ORISSA,27.8,6.9,7.7,152,1.5,0.54,3299,5492.0,yes,
1034,SANKH AT BOLBA,22.4639737,84.429396,Ranchi,JHARKHAND,23.4,7.5,7.3,,2.0,,,,yes,
1035,KARO AT LOHOJIMI U/S,,,Ranchi,JHARKHAND,23.6,7.4,6.9,,2.6,,,,yes,
1081,BAITARNI AT JODA ,22.0192669,85.4066,Bhubaneswar,ORISSA,24.7,7.7,7.6,152,1.6,0.94,714,1472.0,yes,
1082,BAITARNI AT ANANDPUR,21.2148488,86.1241362,Bhubaneswar,ORISSA,27.8,7.3,7.8,161,1.6,0.40,3773,7209.0,yes,
1083,BAITARNI AT JAJPUR ,20.7652197,86.1751759,Bhubaneswar,ORISSA,26.8,8.0,8.0,183,2.0,0.85,5725,11871.0,no,
1084,BAITARNI AT CHANDBALI,20.7739916,86.743695,Bhubaneswar,ORISSA,27.2,6.9,7.7,7008,1.6,0.75,3712,8858.0,yes,
1085,BAITARNI AT DHAMRA ,20.8256031,86.9214248,Bhubaneswar,ORISSA,27.2,6.4,7.6,20369,1.7,1.37,2728,5174.0,yes,
2421,KUSEI BEFORE JOINING BAITARANI AT ANANDPUR,21.2148488,86.1248967,Bhubaneswar,ORISSA,28.2,7.6,8.1,241,1.2,0.28,1256,2798.0,no,
1641,SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER,21.7646309,87.1551248,Bhubaneswar,ORISSA,22.4,7.7,8.0,249,1.5,0.25,2923,7300.0,yes,
2399,SUBARNAREKHA AT CHANDIL DAM,22.9720145,86.0079806,Ranchi,JHARKHAND,27.0,7.5,7.5,164,0.5,5.67,,,yes,
48,SUBARNAREKHA AT CHANDIL BDG,22.9720145,86.0079806,Ranchi,JHARKHAND,26.7,7.9,7.6,166,0.6,4.80,,,yes,
24,SUBARNAREKHA AT JAMSHEDPUR,22.8045665,86.2028754,Ranchi,JHARKHAND,27.8,7.1,7.5,184,2.0,6.55,,,yes,
49,"SUBARNAREKHA AT D/S JAMSHEDPUR,(TATA NAGAR)",22.8045665,86.2028754,Ranchi,JHARKHAND,26.3,6.2,7.7,181,2.6,6.63,,,yes,
2387,SUBARNAREKHA AT GHATISLA ROAD BRIDGE,22.5682108,86.4939727,Ranchi,JHARKHAND,26.5,7.8,7.5,155,0.4,5.18,,,yes,
23,"SUBARNAREKHA AT RANCHI,(TATISILWAI)  ",23.3440997,85.309562,Ranchi,JHARKHAND,24.3,6.3,7.0,,4.4,,330,1650.0,yes,
2385,AT NAMKUM ROAD BRIDGE,23.33235,85.38078,Ranchi,JHARKHAND,23.7,5.9,7.0,,5.2,,280,1500.0,yes,
2386,SUBARNAREKHA AT MURI RD BDG,23.3784241,85.8614181,Ranchi,JHARKHAND,23.1,7.5,7.0,,2.5,,280,1500.0,yes,
2395,SUBARNAREKHA AT HATIA DAM,23.4418339,85.4800646,Ranchi,JHARKHAND,22.6,7.6,7.2,,2.3,,255,1350.0,yes,
2397,SUBARNAREKHA AT GATALSUD DAM,23.456667,85.555278,Ranchi,JHARKHAND,23.5,7.8,7.3,,3.3,,110,750.0,yes,
1312,"GODAVARI AT JAYAKWADI DAM, AURNAGABAD",19.8761653,75.3433139,Mumbai,MAHARASHTRA,27.3,6.8,8.0,574,4.7,1.10,3,86.0,yes,
2177,GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,19.1369759,72.9357784,Mumbai,MAHARASHTRA,25.5,5.9,7.7,313,6.5,1.51,21,77.0,yes,
2182,GODAVARI RIVER AT SAIKHEDA.,20.0142305,74.007978,Mumbai,MAHARASHTRA,25.7,5.5,7.6,363,6.6,1.71,17,47.0,yes,
2179,"GODAVARI AT HANUMAN GHAT, NASHIK CITY.",19.0159601,72.8517555,Mumbai,MAHARASHTRA,26.1,5.2,7.3,467,8.8,2.63,37,152.0,yes,
2183,GODAVARI AT NANDUR- MADMESHWAR DAM.,21.7468548,74.123996,Mumbai,MAHARASHTRA,25.3,6.4,7.6,359,4.1,1.91,16,55.0,yes,
